;Cod_Interaguas;C¢digo Ponto;Status Ponto;Data Coleta;Hora Coleta;Turbidez (UNT);Zinco total mg/l;Ferro dissolvido mg/l;Tricloreteno  æg/L;trans-1,2-Dicloroeteno æg/L;Tolueno   æg/L;Tetracloroeteno æg/L;Tetracloreto de Carbono  æg/L;;terc-Butilbenzeno æg/L;Temperatura do ar Cø;Temperatura Da Agua Cø;Sulfato total mg/l;Subst. Tensoat. reagem c/ Azul mg/l Metileno;S¢lido Total;S¢lido Dissolvido Total mg/l;S¢dio mg/l;sec-Butilbenzeno æg/L;Salinidade;Pot ssio mg/l;p-Isopropiltolueno  æg/L;Pireno æg/L ;PH U.pH;o-Xileno æg/L;Oxigˆnio Dissolvido mg/l;n-Propilbenzeno æg/L;Nitrogˆnio-Nitrito mg/l;Nitrogˆnio-Nitrato mg/L;Nitrogˆnio Kjeldahl mg/l;Nitrogˆnio Amoniacal mg/L;N¡quel Total mg/L;n-Butilbenzeno æg/L;Naftaleno  æg/L;Merc£rio Total mg/L;Manganˆs Total mg/L;Magn‚sio Total mg/L;m,p-Xileno æg/L;Isopropilbenzeno æg/L;Indeno(1,2,3-cd)pireno  æg/L;Hexaclorobutadieno æg/L;F¢sforo-Ortofosfato mg/L;F¢sforo Total mg/l;Fluoreto Total mg/L;Fluoreno æg/L;Fluoranteno æg/L;Ferro Total mg/L;Feofitina-a æg/L;Fenantreno æg/L;Etilbenzeno æg/L;Estireno æg/L ;Escherichia coli** UFC/100mL;Dureza mg/L;Dibromometano æg/L;Dibromoclorometano æg/L;Dibenzo(a,h)antraceno æg/L;Cr“mio Total mg/L;Criseno æg/L;Condutividade æS/cm;Colora‡Æo;Cobre Total mg/L;Cobre Dissolvido mg/L;Clorof¢rmio æg/L;Clorofila-a æg/L;Clorobenzeno æg/L;Cloreto Total mg/L;Cloreto de vinila æg/L;Cloreto de Metileno æg/L;cis-1,2-Dicloroeteno æg/L;Chuvas nas £ltimas 24h;Chumbo Total mg/L;Carbono Orgƒnico Total mg/L;C lcio Total mg/L;C dmio Total mg/L;Benzo(k)fluoranteno æg/L;Bromof¢rmio æg/L ;Bromodiclorometano æg/L ;Bromoclorometano æg/L;Bromobenzeno æg/L;Benzo(g,h,i)perileno æg/L;Benzo(b)fluoranteno  æg/L;Benzo(a)pireno æg/L;Benzo(a)antraceno  æg/L;Benzeno æg/L;B rio Total mg/L;Antraceno æg/L;Alum¡nio Total mg/L;Alum¡nio Dissolvido mg/L;Acenaftileno  æg/L;Acenafteno æg/L;4-Clorotolueno æg/L;2-Metil-Naftaleno æg/L;2-Clorotolueno  æg/L;2,2-Dicloropropano æg/L;1-Metil-Naftaleno æg/L;1,4-Diclorobenzeno  æg/L;1,3-Dicloropropano  æg/L;1,3-Diclorobenzeno  æg/L;1,3,5-Trimetilbenzeno  æg/L;1,3,5 Triclorobenzeno æg/L;1,2-Dicloropropano  æg/L;1,2-Diclorobenzeno æg/L;1,2-Dibromoetano æg/L;1,2 Dicloroetano æg/L;1,2,3-Triclorobenzeno æg/L;1,2,3-Tricloropropano  æg/L;1,2,4-Triclorobenzeno æg/L;1,2,4-Trimetilbenzeno  æg/L;1,1-Dicloroeteno æg/L;1,1-Dicloroetano æg/L;1,1-Dicloro-1-Propeno æg/L;1,1,2,2 - Tetracloroetano æg/L;1,1,2 - Tricloroetano æg/L;1,1,1,2 - Tetracloroetano æg/L;1,1,1 - Tricloroetano æg/L;Sistema H¡drico;Tipo de Sistema H¡drico;CLASSE;Munic¡pio;UF;Inicio Opera‡Æo;Fim Opera‡Æo;Latitude;Longitude;Altitude;Localiza‡Æo;Capta‡Æo;IQA
;2535;SABO22500;Ativo;03/09/2025;09:52;8;0,1;0,2;2;2;3,88;2;1,5;2;2;24;22;18,9;1,3;292;240;54,6;2;1;6,85;2;0,02;6,86;2;2,52;2;;;8,62;5,86;0,02;2;0,09;0,0002;0,1;7,17;4;2;0,05;2;;0,02;;0,02;0,02;0,6;1,5;0,02;2;2;210000;89,2;2;2;0,015;0,05;0,015;699;Marrom;;;10;25;2;100;2;3,2;2;0;0,01;10,7;23,9;0,001;0,015;2;2,1;2;2;0,05;0,015;0,01;0,015;2;0,04;0,02;0,1;0,1;0,05;0,02;2;0,05;2;;0,05;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;;2;2;2;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;30,296
;2535;SABO22500;Ativo;03/12/2025;09:31;10,3;0,1;0,23;2;2;2,27;2;1,5;2;2;27;25;46,4;0,89;768;508;160;2;1,17;11,7;2;0,02;6,93;2;2,33;2;;;14,4;4,7;0,02;2;;0,0002;0,11;20,4;4;2;0,05;2;;0,86;;0,02;0,02;0,95;1,5;0,03;2;2;330000;170;2;2;0,015;0,05;0,015;2290;Marrom;;;15,8;1,5;2;300;2;2;2;0;0,01;9,6;34,3;0,001;0,015;2;2;2;2;0,05;0,015;0,01;0,015;2;0,05;0,02;0,18;0,13;0,05;0,02;2;0,05;2;;0,05;2;2;2;2;2;;;2;2;2;4;2;;2;2;2;;2;2;2;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;56,959
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
